file,z0,method,w_min,w_max,mse,rmse,mae,mape,direction_accuracy,avg_changepoint_prob,avg_window_size,n_steps,kl_t1,kl_t5
initial_value_5_samples_500.csv,5,ols,3,8,16.029658454242746,4.0037055903553584,2.8362552242361567,4.954686975025111,52.0,0.013451032539755044,4.446428571428571,112,0.03567175950599455,0.001682477021519694
initial_value_5_samples_500.csv,5,ols,3,10,17.910218216269836,4.232046575389954,3.008455116417833,5.234312569514241,53.0,0.013451032539755044,5.081632653061225,98,0.029852492393623073,2.8365051889198264e-05
initial_value_80_samples_500.csv,80,ols,3,8,11.952670362386025,3.4572634210291273,2.7179727379079632,3.235776628288574,53.2,0.011652856497804998,4.742857142857143,105,0.24345778661561884,0.22896601254291507
initial_value_80_samples_500.csv,80,ols,3,10,13.795275158098235,3.714199127416062,2.983823667074084,3.564072343850532,48.795180722891565,0.011652856497804998,5.573033707865169,89,0.2473437922046519,0.22212357187587653
