file,z0,method,w_min,w_max,mse,mae,avg_window_size,n_deviations,n_steps
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,ols,3,12,0.865342239871546,0.6438568618034969,11.581395348837209,23.0,43.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,diff_ols,3,12,4.3583019443469135,1.3927245512181181,11.581395348837209,43.0,43.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,ols,3,15,1.4825328663525754,0.8453386603781267,14.228571428571428,22.0,35.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,diff_ols,3,15,6.496423624941778,1.6767538752818785,14.228571428571428,33.0,35.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,ols,4,8,0.37222228306473676,0.43685151204025335,7.888888888888889,35.0,63.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,diff_ols,4,8,2.1505720731103826,0.9634793975080539,7.888888888888889,61.0,63.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,ols,4,10,0.6600519098633213,0.5889173191348894,9.745098039215685,35.0,51.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,diff_ols,4,10,3.21525080842438,1.1980970702700178,9.745098039215685,48.0,51.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,ols,4,12,0.8941977050698801,0.6598473579220105,11.55813953488372,23.0,43.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,diff_ols,4,12,4.228492438817639,1.3235510436516116,11.55813953488372,38.0,43.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,ols,4,15,1.5359733456942684,0.8422358798489984,14.558823529411764,21.0,34.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,diff_ols,4,15,6.520348576517285,1.6738922826083538,14.558823529411764,32.0,34.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,ols,5,8,0.42878118076416283,0.4800961398168387,7.935483870967742,36.0,62.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,diff_ols,5,8,2.161897430757798,0.973726061646582,7.935483870967742,60.0,62.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,ols,5,10,0.666548837455967,0.5754695411909048,9.88,29.0,50.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,diff_ols,5,10,3.1872097716268746,1.1681677741804937,9.88,48.0,50.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,ols,5,12,0.8802926218586512,0.6539750365488511,11.785714285714286,22.0,42.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,diff_ols,5,12,4.3228916663457735,1.3530687162555906,11.785714285714286,41.0,42.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,ols,5,15,1.197616995212026,0.7345063466949038,14.588235294117647,19.0,34.0
initial_value_5_samples_500_a_0.4_b_110_delta_0.1.csv,5,diff_ols,5,15,6.274084051219554,1.608060289618906,14.588235294117647,33.0,34.0
initial_value_5_samples_500_a_0.4_b_120.csv,5,ols,3,8,34.35263719307186,4.475951217504455,7.78125,53.0,64.0
