file,z0,method,w_min,w_max,mse,rmse,mae,mape,direction_accuracy,avg_changepoint_prob,avg_window_size,n_steps
initial_value_5_samples_500_a_0.1_b_100_delta_0.5.csv,5,ols,3,8,1.8075990215000814,1.3444697919626463,1.0013809057842422,2.874404676072532,61.199999999999996,0.016936996222241416,7.78125,64.0
initial_value_5_samples_500_a_0.1_b_100_delta_0.5.csv,5,ols,3,10,2.979753250351233,1.726196179566863,1.2854593249570387,3.423590231050608,57.42971887550201,0.016936996222241416,9.72549019607843,51.0
initial_value_5_samples_500_a_0.1_b_100_delta_0.5.csv,5,ols,3,12,3.5825575510259244,1.8927645260374901,1.316531557722735,3.5034407129012424,59.599999999999994,0.016936996222241416,11.581395348837209,43.0
initial_value_5_samples_500_a_0.1_b_100_delta_0.5.csv,5,ols,3,15,3.098306299995036,1.760200641970976,1.2932351800600355,3.5899040241171964,58.8,0.016936996222241416,14.228571428571428,35.0
initial_value_5_samples_500_a_0.1_b_100_delta_0.5.csv,5,ols,4,8,2.0607333723026575,1.435525469053983,1.0158930736276337,2.6934689212866645,52.505010020040075,0.016936996222241416,7.873015873015873,63.0
initial_value_5_samples_500_a_0.1_b_100_delta_0.5.csv,5,ols,4,10,1.9644986916421117,1.401605754712113,1.0505862418460592,3.013631895300296,59.4,0.016936996222241416,9.745098039215685,51.0
initial_value_5_samples_500_a_0.1_b_100_delta_0.5.csv,5,ols,4,12,2.645036332946844,1.6263567668094365,1.1842315485980661,3.2298791267672864,59.199999999999996,0.016936996222241416,11.55813953488372,43.0
initial_value_5_samples_500_a_0.1_b_100_delta_0.5.csv,5,ols,4,15,4.992937110014965,2.2344881091683986,1.570467305792146,3.923841519627491,59.199999999999996,0.016936996222241416,14.2,35.0
initial_value_5_samples_500_a_0.1_b_100_delta_0.5.csv,5,ols,5,8,1.8695582432994675,1.3673179013307284,1.0278480390584877,3.0643017299349395,60.199999999999996,0.016936996222241416,7.873015873015873,63.0
initial_value_5_samples_500_a_0.1_b_100_delta_0.5.csv,5,ols,5,10,2.8479478455054457,1.6875863964566216,1.2360071117376068,3.3361254066518278,57.199999999999996,0.016936996222241416,9.72549019607843,51.0
initial_value_5_samples_500_a_0.1_b_100_delta_0.5.csv,5,ols,5,12,2.973656080332427,1.724429204210027,1.3152690838336802,3.6630190191935323,55.443548387096776,0.016936996222241416,11.714285714285714,42.0
initial_value_5_samples_500_a_0.1_b_100_delta_0.5.csv,5,ols,5,15,3.840183701391766,1.9596386660279406,1.4884184828151468,3.7438793323388606,57.14285714285714,0.016936996222241416,14.5,34.0
initial_value_5_samples_500_a_0.2_b_150_delta_2.0.csv,5,ols,3,8,64.88988223971512,8.055425639884904,6.067784902878218,7.329832744320799,52.40963855421686,0.018621486124307023,7.630769230769231,65.0
initial_value_5_samples_500_a_0.2_b_150_delta_2.0.csv,5,ols,3,10,63.35702101061707,7.959712369842083,5.737286544405699,6.948141042984219,52.104208416833664,0.018621486124307023,9.377358490566039,53.0
initial_value_5_samples_500_a_0.2_b_150_delta_2.0.csv,5,ols,3,12,106.25502817575509,10.30800796350852,7.470117566859953,9.47444762918113,52.2,0.018621486124307023,10.826086956521738,46.0
initial_value_5_samples_500_a_0.2_b_150_delta_2.0.csv,5,ols,3,15,61.59713068063216,7.848383953441126,5.951907756390296,8.118109954688228,53.2,0.018621486124307023,13.105263157894736,38.0
initial_value_5_samples_500_a_0.2_b_150_delta_2.0.csv,5,ols,4,8,63.857972844312684,7.991118372562922,5.601157848863544,6.499822802032948,56.2,0.018621486124307023,7.765625,64.0
initial_value_5_samples_500_a_0.2_b_150_delta_2.0.csv,5,ols,4,10,64.92882401195355,8.057842391853638,5.955303072318289,6.890754128875385,55.60000000000001,0.018621486124307023,9.557692307692308,52.0
initial_value_5_samples_500_a_0.2_b_150_delta_2.0.csv,5,ols,4,12,104.2940441298404,10.212445550887427,7.23936108843424,8.631523507272782,55.020080321285135,0.018621486124307023,11.25,44.0
initial_value_5_samples_500_a_0.2_b_150_delta_2.0.csv,5,ols,4,15,54.49227826615835,7.38188852978412,5.739441667305413,7.311556668137413,55.60000000000001,0.018621486124307023,13.432432432432432,37.0
initial_value_5_samples_500_a_0.2_b_150_delta_2.0.csv,5,ols,5,8,63.89245437714447,7.993275572451163,5.61026203397756,6.567331537814805,54.6,0.018621486124307023,7.873015873015873,63.0
initial_value_5_samples_500_a_0.2_b_150_delta_2.0.csv,5,ols,5,10,65.22904189191499,8.07644983219205,6.000696422969094,7.0131406734525505,54.400000000000006,0.018621486124307023,9.72549019607843,51.0
initial_value_5_samples_500_a_0.2_b_150_delta_2.0.csv,5,ols,5,12,99.43951812217716,9.971936528186346,6.96839982285778,7.359344707229083,53.50701402805611,0.018621486124307023,11.511627906976743,43.0
initial_value_5_samples_500_a_0.2_b_150_delta_2.0.csv,5,ols,5,15,60.133903041135305,7.754605279518443,5.8664216529393025,7.0284039900035635,53.400000000000006,0.018621486124307023,13.777777777777779,36.0
initial_value_5_samples_500_a_0.3_b_120_delta_1.0.csv,5,ols,3,8,15.397620154044086,3.9239801419023626,2.7873616248148214,4.487808538442135,51.40562248995983,0.01992875023171918,7.873015873015873,63.0
initial_value_5_samples_500_a_0.3_b_120_delta_1.0.csv,5,ols,3,10,24.947729099620943,4.99477017485499,3.7923875219386414,5.831142180972594,51.4,0.01992875023171918,9.764705882352942,51.0
initial_value_5_samples_500_a_0.3_b_120_delta_1.0.csv,5,ols,3,12,24.39718160491259,4.939350322148915,3.646151360332898,5.963064481072126,55.800000000000004,0.01992875023171918,11.581395348837209,43.0
initial_value_5_samples_500_a_0.3_b_120_delta_1.0.csv,5,ols,3,15,25.516797158733098,5.05141536192908,3.8689119906644343,6.001528529812003,55.800000000000004,0.01992875023171918,14.228571428571428,35.0
initial_value_5_samples_500_a_0.3_b_120_delta_1.0.csv,5,ols,4,8,18.33813753455116,4.28230516597675,3.0242151981632897,4.467437473571997,53.2,0.01992875023171918,7.888888888888889,63.0
initial_value_5_samples_500_a_0.3_b_120_delta_1.0.csv,5,ols,4,10,15.346058984250316,3.9174046235039746,2.8347184425723784,4.218722182094734,55.60000000000001,0.01992875023171918,9.745098039215685,51.0
initial_value_5_samples_500_a_0.3_b_120_delta_1.0.csv,5,ols,4,12,27.081258973238224,5.203965696777624,3.8339294505730326,5.783183188102002,51.6,0.01992875023171918,11.55813953488372,43.0
initial_value_5_samples_500_a_0.3_b_120_delta_1.0.csv,5,ols,4,15,32.42689722665758,5.6944619786822335,4.37989681708673,6.442747605700992,53.0,0.01992875023171918,14.2,35.0
initial_value_5_samples_500_a_0.3_b_120_delta_1.0.csv,5,ols,5,8,17.141070288293797,4.140177567241989,2.9988714920649056,4.524898676564999,53.0241935483871,0.01992875023171918,7.935483870967742,62.0
initial_value_5_samples_500_a_0.3_b_120_delta_1.0.csv,5,ols,5,10,22.160480794503595,4.7074919856016315,3.3151378087656127,5.198962609061013,52.716297786720325,0.01992875023171918,9.86,50.0
initial_value_5_samples_500_a_0.3_b_120_delta_1.0.csv,5,ols,5,12,24.95923085512439,4.995921422032615,3.6463051716189714,5.47659088593816,53.50701402805611,0.01992875023171918,11.785714285714286,42.0
initial_value_5_samples_500_a_0.3_b_120_delta_1.0.csv,5,ols,5,15,33.53196539954231,5.790679182923391,4.418736114361122,6.995104875640372,56.39999999999999,0.01992875023171918,14.588235294117647,34.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,3,8,68.17993065025881,8.257113941944777,6.253265290780038,7.529288827876606,53.400000000000006,0.01783872793188408,7.78125,64.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,3,10,97.4209416009406,9.870204739565466,7.216518745962465,8.229455952433133,52.800000000000004,0.01783872793188408,9.576923076923077,52.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,3,12,115.27876799241413,10.736795052175212,7.17519146924771,7.929435611078854,52.40963855421686,0.01783872793188408,11.272727272727273,44.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,3,15,102.04861814433212,10.101911608420068,7.16027439623855,8.231387545742633,55.400000000000006,0.01783872793188408,13.45945945945946,37.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,4,8,68.00506202989651,8.246518176169657,5.972482430966849,7.430910029768029,56.1122244488978,0.01783872793188408,7.873015873015873,63.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,4,10,85.66188858737802,9.255370796860491,6.477346695912335,7.706904934336375,52.400000000000006,0.01783872793188408,9.745098039215685,51.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,4,12,120.65203268876859,10.98417191638808,7.504238797944522,8.43059580881385,50.602409638554214,0.01783872793188408,11.511627906976743,43.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,4,15,165.02626496408197,12.84625490032336,9.20894997344616,10.350129913686567,53.707414829659314,0.01783872793188408,13.777777777777779,36.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,5,8,50.88559118908966,7.133413712178038,5.423191786647375,6.57472383428203,56.653225806451616,0.01783872793188408,7.935483870967742,62.0
initial_value_5_samples_500_a_0.3_b_150.csv,5,ols,5,10,94.91826312551716,9.742600429326718,6.919114246131664,8.190299096116178,52.800000000000004,0.01783872793188408,9.72549019607843,51.0
