file,z0,method,window_size,mse,mae,rmse,direction_accuracy,type
initial_value_5_samples_500_a_0.6_b_90_delta_1.5.csv,5,ols,8,30.26566177754913,4.169985440906212,5.501423613715738,52.323232323232325,fixed
initial_value_5_samples_500_a_0.6_b_90_delta_1.5.csv,5,ols,10,28.91062963422699,4.227697513481861,5.376860574185181,50.50100200400801,fixed
initial_value_5_samples_500_a_0.6_b_90_delta_1.5.csv,5,ols,12,41.946623099917765,4.70107380228761,6.4766212719224034,51.93482688391039,fixed
initial_value_5_samples_500_a_0.6_b_90_delta_1.5.csv,5,ols,15,55.23535465187208,5.8897983820936535,7.432049155641537,48.78542510121457,fixed
initial_value_5_samples_500_a_0.8_b_100.csv,5,ols,3,0.10458103971395677,0.23720666071785035,0.32338991900483965,62.0,fixed
initial_value_5_samples_500_a_0.8_b_100.csv,5,ols,4,0.11970435253613243,0.25895443611351443,0.3459831679953989,64.32865731462925,fixed
initial_value_5_samples_500_a_0.8_b_100.csv,5,ols,5,0.15128384284598165,0.2749234069165746,0.38895223722969074,65.7314629258517,fixed
initial_value_5_samples_500_a_0.8_b_100.csv,5,ols,8,0.35598524700114015,0.3629706125569965,0.5966449924378316,66.46464646464646,fixed
initial_value_5_samples_500_a_0.8_b_100.csv,5,ols,10,0.6486342028194942,0.48622036229784715,0.8053782979566151,65.93186372745491,fixed
initial_value_5_samples_500_a_0.8_b_100.csv,5,ols,12,1.01690484110879,0.5725208191441346,1.0084169976298445,63.543788187372705,fixed
initial_value_5_samples_500_a_0.8_b_100.csv,5,ols,15,1.8433767085347452,0.7423280556452182,1.357710097382628,64.97975708502024,fixed
initial_value_5_samples_500_a_0.8_b_80_delta_0.3.csv,5,ols,3,0.5872769065263254,0.5777578231717575,0.7663399418837082,55.60000000000001,fixed
initial_value_5_samples_500_a_0.8_b_80_delta_0.3.csv,5,ols,4,0.7363802306889519,0.6499682333785844,0.8581259993083485,56.1122244488978,fixed
initial_value_5_samples_500_a_0.8_b_80_delta_0.3.csv,5,ols,5,0.8501743723425921,0.689293224137689,0.9220490075601145,58.717434869739485,fixed
initial_value_5_samples_500_a_0.8_b_80_delta_0.3.csv,5,ols,8,0.9457832113716198,0.7485699740219304,0.972513861788931,60.2020202020202,fixed
initial_value_5_samples_500_a_0.8_b_80_delta_0.3.csv,5,ols,10,1.5653444711513134,0.9294093772430738,1.2511372711062976,58.91783567134269,fixed
initial_value_5_samples_500_a_0.8_b_80_delta_0.3.csv,5,ols,12,1.9647680833333743,1.066495176466217,1.401701852511216,60.08146639511202,fixed
initial_value_5_samples_500_a_0.8_b_80_delta_0.3.csv,5,ols,15,2.9579948571960912,1.365419190100235,1.7198822218966308,54.655870445344135,fixed
initial_value_5_samples_500_a_1.0_b_80.csv,5,ols,3,0.29404749296067817,0.4088175167384925,0.5422614618066438,55.2,fixed
initial_value_5_samples_500_a_1.0_b_80.csv,5,ols,4,0.3743493015351713,0.4542251812983902,0.61184091194948,58.91783567134269,fixed
initial_value_5_samples_500_a_1.0_b_80.csv,5,ols,5,0.482275203589517,0.5069838457521547,0.6944603686240972,58.91783567134269,fixed
initial_value_5_samples_500_a_1.0_b_80.csv,5,ols,8,0.7389452701463102,0.6257100585950619,0.8596192588270171,57.77777777777777,fixed
initial_value_5_samples_500_a_1.0_b_80.csv,5,ols,10,1.1851775851627,0.8101577124346996,1.0886586173648285,58.717434869739485,fixed
initial_value_5_samples_500_a_1.0_b_80.csv,5,ols,12,1.8223009525715286,0.9308976201870676,1.3499262767171876,57.43380855397149,fixed
initial_value_5_samples_500_a_1.0_b_80.csv,5,ols,15,2.7077375071709646,1.0696960344190738,1.645520436570438,59.10931174089069,fixed
initial_value_80_samples_500.csv,80,ols,3,6.244166805061855,1.9349613375513255,2.4988330886759633,54.400000000000006,fixed
initial_value_80_samples_500.csv,80,ols,4,7.669028787556826,2.0765531737862917,2.769301137030212,50.70140280561122,fixed
initial_value_80_samples_500.csv,80,ols,5,12.890100003014556,2.7221262384155596,3.590278541146154,48.69739478957916,fixed
initial_value_80_samples_500.csv,80,ols,8,16.744808795131863,3.132509150541634,4.092042130175575,48.484848484848484,fixed
initial_value_80_samples_500.csv,80,ols,10,21.0195908538929,3.647499545094456,4.584712734064469,49.498997995991985,fixed
initial_value_80_samples_500.csv,80,ols,12,21.3880595246037,3.605665454950047,4.624722642992086,50.509164969450104,fixed
initial_value_80_samples_500.csv,80,ols,15,37.029916596776964,4.540047085958112,6.085221162519647,50.607287449392715,fixed
initial_value_80_samples_500_a_0.1_b_100_delta_0.5.csv,80,ols,3,1.4301990454677218,0.8926025145107948,1.1959092965052667,52.6,fixed
initial_value_80_samples_500_a_0.1_b_100_delta_0.5.csv,80,ols,4,1.7437657923416463,1.0173402749602123,1.3205172442424393,52.90581162324649,fixed
initial_value_80_samples_500_a_0.1_b_100_delta_0.5.csv,80,ols,5,2.2804410159404083,1.142085212012865,1.5101129149637813,51.503006012024045,fixed
initial_value_80_samples_500_a_0.1_b_100_delta_0.5.csv,80,ols,8,3.1660837963962694,1.36259150590297,1.7793492620607876,49.898989898989896,fixed
initial_value_80_samples_500_a_0.1_b_100_delta_0.5.csv,80,ols,10,5.225413013442242,1.6710434288781195,2.285916230626626,47.29458917835671,fixed
