time,value,index,predicted_value,stepwise_value
0.0,80.0,1,,
0.02,82.67697133049634,2,,
0.04,82.7035227354265,3,,
0.06,81.76316199516852,4,82.0084853264105,82.02423499215018
0.08,82.51488165463421,5,82.02423499215018,82.02423499215018
0.1,81.7946613266479,6,82.03998465788987,82.02423499215018
0.12,82.79700663420861,7,82.95537450418286,82.05348231711766
0.14,82.37021805706621,8,82.05348231711766,82.05348231711766
0.16,80.99322226007821,9,81.15159013005245,82.05348231711766
0.18,80.57951858494872,10,80.24969794298727,79.34780575592208
0.2,78.81542527659347,11,79.34780575592208,79.34780575592208
0.22,76.66546938769025,12,78.44591356885688,79.34780575592208
0.24,77.95186028326289,13,76.19656654185029,75.0041160204463
0.26,78.47173339411063,14,75.0041160204463,75.0041160204463
0.28,76.4832990479766,15,73.8116654990423,75.0041160204463
0.3,75.57665816290881,16,75.54638442360255,74.76393346552449
0.32,74.5404026828832,17,74.76393346552449,74.76393346552449
0.34,73.51711412332747,18,73.98148250744643,74.76393346552449
0.36,76.23210059482113,19,72.98723140555165,72.1806269051871
0.38,76.55484644269643,20,72.1806269051871,72.1806269051871
0.4,77.31972131270196,21,71.37402240482254,72.1806269051871
0.42,79.20398729318556,22,79.44901989534914,78.72106402965095
0.44,79.2111292339783,23,78.72106402965096,78.72106402965095
0.46,77.74807556178918,24,77.99310816395277,78.72106402965095
0.48,79.8647689379967,25,77.26515229825459,76.5371964325564
0.5,79.58902375876694,26,76.5371964325564,76.5371964325564
0.52,81.72031825584517,27,75.80924056685821,76.5371964325564
0.54,81.72143509670852,28,81.13942034998072,81.59176411466275
0.56,80.90886704751011,29,81.59176411466275,81.59176411466275
0.58,81.26487121598656,30,82.04410787934479,81.59176411466275
0.6,79.67928476934453,31,79.33432813329227,79.67018344622271
0.62,78.98027017411846,32,79.67018344622271,79.67018344622271
0.64,80.3509953952054,33,80.00603875915314,79.67018344622271
0.66,79.85095051408747,34,79.85151704412658,79.88016650350136
0.68,79.88129956358068,35,79.88016650350134,79.88016650350136
0.7,79.90824943283701,36,79.90881596287612,79.88016650350136
0.72,80.86393971717206,37,80.62802618443443,81.57068417271135
0.74,81.09885710723741,38,81.57068417271134,81.57068417271135
0.76,82.74925569372589,39,82.51334216098824,81.57068417271135
0.78,83.9181036250411,40,83.45600014926514,84.39865813754204
0.8,84.24310766495113,41,84.39865813754204,84.39865813754204
0.82,84.13152871262491,42,85.34131612581893,84.39865813754204
0.84,86.26680263305954,43,85.52808654496421,86.29778781872766
0.86,86.36367527997955,44,86.29778781872766,86.29778781872766
0.88,87.35111282368275,45,87.0674890924911,86.29778781872766
0.9,88.49997324662681,46,88.19223696559612,89.00876473077146
0.92,89.71946097659347,47,89.00876473077146,89.00876473077146
0.94,89.5603492096233,48,89.8252924959468,89.00876473077146
0.96,91.26870112758664,49,90.83270294094014,91.66893715377302
0.98,91.81480141585833,50,91.66893715377302,91.66893715377302
1.0,91.89353558357206,51,92.5051713666059,91.66893715377302
1.02,90.9341390958178,52,93.30438429118557,94.13623895410596
1.04,91.26513408001294,53,94.13623895410596,94.13623895410596
1.06,88.75924581970939,54,94.96809361702637,94.13623895410596
1.08,89.06873191602713,55,88.86147390171028,89.61911860346943
1.1,89.2046025748368,56,89.61911860346945,89.61911860346943
1.12,90.58402131954544,57,90.3767633052286,89.61911860346943
1.14,89.6963198610253,58,89.76829521835482,89.64122698656037
1.16,89.78517770121739,59,89.64122698656037,89.64122698656037
1.18,89.44218339743638,60,89.51415875476592,89.64122698656037
1.2,89.39522448066357,61,89.67156197171003,90.33423897119901
1.22,90.88691395328962,62,90.33423897119903,90.33423897119901
1.24,90.72057847964156,63,90.99691597068802,90.33423897119901
1.26,90.53259953388152,64,90.34134322452337,90.2233938851628
1.28,89.8408812664474,65,90.2233938851628,90.2233938851628
1.3,90.2967008551604,66,90.10544454580224,90.2233938851628
1.32,89.83747993965565,67,89.98749520644168,89.86954586708111
1.34,90.59173063548832,68,89.86954586708111,89.86954586708111
1.36,89.28418172903237,69,89.75159652772055,89.86954586708111
1.38,89.57366256257242,70,89.43523519267964,90.51635108862321
1.4,90.23949634883716,71,90.51635108862321,90.51635108862321
1.42,91.73589435445952,72,91.59746698456676,90.51635108862321
1.44,91.41881403879188,73,91.3443569658562,90.79742743800568
1.46,90.64851329213508,74,90.79742743800567,90.79742743800568
1.48,90.3249549830908,75,90.25049791015513,90.79742743800568
1.5,92.55000625626562,76,89.70356838230461,89.15663885445407
1.52,92.07754948650232,77,89.15663885445407,89.15663885445407
1.54,93.67983267054116,78,88.60970932660354,89.15663885445407
1.56,91.7171262432034,79,93.56500375605664,94.07406812791443
1.58,92.18855446152932,80,94.07406812791443,94.07406812791443
1.6,90.3469345238486,81,94.58313249977223,94.07406812791443
1.62,88.79402738343181,82,88.61156070863022,88.51954717700865
1.64,88.15461382740689,83,88.51954717700866,88.51954717700865
1.66,88.61000032018869,84,88.42753364538711,88.51954717700865
1.68,88.5494080354831,85,88.68133799506454,89.45624523573298
1.7,89.72010515489492,86,89.45624523573298,89.45624523573298
1.72,90.09922251681998,87,90.23115247640142,89.45624523573298
1.74,89.14713165427882,88,88.88739565986762,89.70042949720575
1.76,89.18095750838168,89,89.70042949720575,89.70042949720575
1.78,90.77319932895507,90,90.51346333454387,89.70042949720575
1.8,89.76145621756444,91,91.32649717188198,92.13953100922011
1.82,91.2228898566778,92,92.13953100922011,92.13953100922011
1.84,90.27670189794128,93,92.95256484655823,92.13953100922011
1.86,91.08837286682294,94,91.00785961047454,90.66103851381253
1.88,90.50001200111365,95,90.66103851381253,90.66103851381253
1.9,90.39473067349888,96,90.31421741715052,90.66103851381253
1.92,86.44894890911506,97,86.76381084026096,87.84869344084184
1.94,88.47841730313498,98,87.84869344084186,87.84869344084184
1.96,88.61871411027688,99,88.93357604142274,87.84869344084184
1.98,89.6913597613783,100,89.65282327077497,89.37754977824368
2.0,89.30047679703848,101,89.37754977824366,89.37754977824368
2.02,89.1408127763157,102,89.10227628571235,89.37754977824368
2.04,88.8809027922305,103,88.88764276348279,87.2930533551313
2.06,87.30653329763447,104,87.2930533551313,87.2930533551313
2.08,85.69172397552755,105,85.69846394677984,87.2930533551313
2.1,87.16692911395822,106,86.85688067369027,86.85128658779752
2.12,86.23118970726104,107,86.85128658779752,86.85128658779752
2.14,87.15574094217271,108,86.84569250190476,86.85128658779752
2.16,88.21733228815282,109,87.98040301593505,86.97523369742999
2.18,86.50137515299583,110,86.97523369742997,86.97523369742999
2.2,86.20699365114265,111,85.97006437892489,86.97523369742999
2.22,86.5095469196819,112,86.27798175261812,85.97712773635574
2.24,85.51399740222949,113,85.97712773635575,85.97712773635574
2.26,85.90783888715715,114,85.67627372009339,85.97712773635574
2.28,85.7617282155553,115,85.23268528120839,86.58944035787341
2.3,85.5313544891818,116,86.58944035787341,86.58944035787341
2.32,88.47523836888537,117,87.94619543453844,86.58944035787341
2.34,85.73701688813532,118,89.30295051120346,90.65970558786849
2.36,83.6436578874725,119,90.65970558786849,90.65970558786849
2.38,82.92243154258895,120,92.0164606645335,90.65970558786849
2.4,81.53503034027423,121,83.08545843356556,82.43980715783097
2.42,80.65877860923041,122,82.43980715783098,82.43980715783097
2.44,82.36207820083584,123,81.7941558820964,82.43980715783097
2.46,81.60628003841934,124,80.32709085733713,79.57856870564545
2.48,80.35540338128449,125,79.57856870564545,79.57856870564545
2.5,79.31049046028336,126,78.83004655395378,79.57856870564545
2.52,80.51999435675079,127,78.77541306398493,78.10112419662175
2.54,83.07039392299602,128,78.10112419662175,78.10112419662175
2.56,83.24212540828434,129,77.42683532925858,78.10112419662175
2.58,81.67762379650884,130,82.15681392897879,81.47151604035453
2.6,82.42989630529776,131,81.47151604035453,81.47151604035453
2.62,80.30702801926031,132,80.78621815173028,81.47151604035453
2.64,82.17688692395897,133,82.2395903516587,82.70254484858818
2.66,82.8279517039876,134,82.70254484858818,82.70254484858818
2.68,83.10279591781794,135,83.16549934551766,82.70254484858818
2.7,86.31891984156431,136,86.27874763395236,86.02644963168495
2.72,85.9461052164619,137,86.02644963168497,86.02644963168495
2.74,85.8143238370295,138,85.77415162941756,86.02644963168495
2.76,83.55655790298685,139,83.20428213303121,81.10507195787677
2.78,80.40052041796567,140,81.10507195787677,81.10507195787677
2.8,79.35813755267796,141,79.00586178272233,81.10507195787677
2.82,77.9138465591839,142,76.90665160756788,74.80744143241344
2.84,78.5335483211153,143,74.80744143241344,74.80744143241344
2.86,81.4016356681122,144,72.708231257259,74.80744143241344
2.88,79.94978608606016,145,79.85470021675302,79.05113563873938
2.9,78.86096390012386,146,79.0511356387394,79.05113563873938
2.92,78.34265693003292,147,78.24757106072578,79.05113563873938
2.94,78.15870833389384,148,77.44400648271214,76.6404419046985
2.96,77.74455799670986,149,76.64044190469852,76.6404419046985
2.98,75.70652097379227,150,75.8368773266849,76.6404419046985
3.0,74.59380979416352,151,75.65224984999692,74.94512151091918
3.02,73.14502867879362,152,74.94512151091917,74.94512151091918
3.04,71.16812087564317,153,74.23799317184142,74.94512151091918
3.06,70.60895854750314,154,70.84869241603356,71.63479925229551
3.08,72.11426698936053,155,71.63479925229551,71.63479925229551
3.1,72.18117222002705,156,72.42090608855746,71.63479925229551
3.12,71.72189856225715,157,73.20701292481941,73.99311976108136
3.14,71.50327896693224,158,73.99311976108136,73.99311976108136
3.16,73.13498265139658,159,74.77922659734331,73.99311976108136
3.18,71.72411240743673,160,72.9112146023547,73.20658268219506
3.2,73.3244799530832,161,73.20658268219506,73.20658268219506
3.22,73.7899785522301,162,73.5019507620354,73.20658268219506
3.24,73.52829742526886,163,73.24963616954543,72.81547687023804
3.26,72.25815435878845,164,72.81547687023804,72.81547687023804
3.28,72.65997882665407,165,72.38131757093065,72.81547687023804
3.3,73.17039018526714,166,73.22533658402462,72.66530916616794
3.32,72.77520196368327,167,72.66530916616793,72.66530916616794
3.34,72.05033534955373,168,72.10528174831126,72.66530916616794
3.36,70.31360459073493,169,70.48313429734398,69.44799019873935
3.38,69.78704961195653,170,69.44799019873935,69.44799019873935
3.4,68.24331639352559,171,68.41284610013471,69.44799019873935
3.42,67.4861157549364,172,67.37770200153008,66.34255790292545
3.44,67.41324316942278,173,66.34255790292545,66.34255790292545
3.46,69.37275262926997,174,65.30741380432082,66.34255790292545
3.48,68.67204259669073,175,68.69614011333817,69.8036953999822
3.5,69.85189043328043,176,69.8036953999822,69.8036953999822
3.52,70.88715316997884,177,70.91125068662625,69.8036953999822
3.54,70.14798603748486,178,72.01880597327028,73.1263612599143
3.56,70.6142317040165,179,73.1263612599143,73.1263612599143
3.58,72.33665001027389,180,74.23391654655835,73.1263612599143
3.6,72.90346827737325,181,72.40541503338345,72.9731548547443
3.62,76.1926607056833,182,72.9731548547443,72.9731548547443
3.64,74.619627762354,183,73.54089467610515,72.9731548547443
3.66,73.59764506706018,184,75.88901888307949,76.70625131087014
3.68,73.21529644185436,185,76.70625131087014,76.70625131087014
3.7,74.07959039997863,186,77.52348373866081,76.70625131087014
3.72,73.39587162018447,187,73.15517121295154,72.95771789455951
3.74,72.47631708009366,188,72.95771789455951,72.95771789455951
3.76,73.00096498340038,189,72.76026457616747,72.95771789455951
3.78,74.22780771031465,190,73.70315423158209,74.21216008179282
3.8,73.16285312432343,191,74.21216008179282,74.21216008179282
3.82,75.24581941073606,192,74.72116593200354,74.21216008179282
3.84,77.6827020110034,193,77.48326434209827,77.73805157604973
3.86,77.33917623824132,194,77.73805157604973,77.73805157604973
3.88,78.19227647890631,195,77.99283881000119,77.73805157604973
3.9,77.6676571490202,196,78.24762604395265,78.5024132779041
3.92,78.38834134327057,197,78.5024132779041,78.5024132779041
3.94,79.4967302479381,198,78.75720051185556,78.5024132779041
3.96,80.07220905176118,199,79.29711562838467,79.63120183323824
3.98,79.5002102134176,200,79.63120183323824,79.63120183323824
4.0,78.7539464445466,201,79.96528803809181,79.63120183323824
4.02,79.91062135275142,202,79.92900140070603,80.20161836577819
4.04,79.0190431566243,203,80.20161836577819,80.20161836577819
4.06,80.21318108144652,204,80.47423533085035,80.20161836577819
4.08,81.34973736854246,205,81.64168436410279,81.74364073088014
4.1,82.32753472199877,206,81.74364073088014,81.74364073088014
4.12,81.55365010209717,207,81.8455970976575,81.74364073088014
4.14,81.57012619311371,208,81.58266127938717,81.12687621046143
4.16,81.15194638301467,209,81.12687621046143,81.12687621046143
4.18,80.65855605526224,210,80.67109114153568,81.12687621046143
