time,value,index,predicted_value,stepwise_value
0.0,5.0,1,,
0.002,5.241342501696462,2,,
0.004,5.314432371702065,3,,
0.006,5.406529715472505,4,5.49969066283491,5.656906848685942
0.008,5.555403166514007,5,5.656906848685942,5.656906848685942
0.01,5.519555717684689,6,5.814123034536975,5.656906848685942
0.012,5.64009488465192,7,5.702749704842941,5.806522788461414
0.014,5.588542500953636,8,5.806522788461413,5.806522788461414
0.016,5.739109167315985,9,5.910295872079885,5.806522788461414
0.018,5.727875203260303,10,5.841866755261311,5.921239883513767
0.02,5.805506178963421,11,5.921239883513766,5.921239883513767
0.022,5.862219435191599,12,6.000613011766222,5.921239883513767
0.024,5.889124648399857,13,5.972903353607856,6.040521679247441
0.026,6.032779607699451,14,6.040521679247442,6.040521679247441
0.028,6.082016557284306,15,6.108140004887027,6.040521679247441
0.03,5.965585828865227,16,6.149395093991833,6.2146983836008935
0.032,5.944447443040329,17,6.2146983836008935,6.2146983836008935
0.034,6.157989309056424,18,6.280001673209955,6.2146983836008935
0.036,6.150742112222913,19,6.229796080713512,6.2863093860649215
0.038,6.170201097464314,20,6.286309386064921,6.2863093860649215
0.04,6.032232225113813,21,6.34282269141633,6.2863093860649215
0.042,6.007825730945249,22,5.973960077256486,6.038002019344319
0.044,5.970270711966839,23,6.038002019344318,6.038002019344319
0.046,6.135909615120912,24,6.10204396143215,6.038002019344319
0.048,6.122197945924604,25,6.166085903519982,6.230127845607814
0.05,6.214446160243472,26,6.230127845607814,6.230127845607814
0.052,6.302986002699132,27,6.2941697876956475,6.230127845607814
0.054,6.3521787811054775,28,6.345067631256996,6.4077709465256545
0.056,6.489326852375811,29,6.407770946525654,6.4077709465256545
0.058,6.431047406150785,30,6.47047426179431,6.4077709465256545
0.06,6.528944079117222,31,6.547080593291868,6.611470285138414
0.062,6.721803931393265,32,6.611470285138414,6.611470285138414
0.064,6.701706423872162,33,6.67585997698496,6.611470285138414
0.066,6.773831211624978,34,6.7762311367643315,6.844643059844549
0.068,6.832325808302943,35,6.844643059844549,6.844643059844549
0.07,6.760144424301876,36,6.913054982924767,6.844643059844549
0.072,6.702496150565965,37,6.695958057123939,6.647946466613253
0.074,6.634870279729318,38,6.647946466613253,6.647946466613253
0.076,6.606472969544592,39,6.599934876102566,6.647946466613253
0.078,6.719653495619738,40,6.551923285591879,6.503911695081193
0.08,6.564205930834222,41,6.503911695081193,6.503911695081193
0.082,6.828562729114076,42,6.455900104570507,6.503911695081193
0.084,7.105324855937389,43,7.091667236013236,7.180673084662254
0.086,7.1533578448139705,44,7.180673084662254,7.180673084662254
0.088,7.283336553235427,45,7.269678933311273,7.180673084662254
0.09,7.223687488053138,46,7.3586847819602905,7.447690630609309
0.092,7.1612021947877365,47,7.447690630609309,7.447690630609309
0.094,7.326143074611473,48,7.536696479258328,7.447690630609309
0.096,7.331494902617034,49,7.315639509717446,7.346153083377715
0.098,7.36483431428283,50,7.346153083377715,7.346153083377715
0.1,7.317478803000072,51,7.376666657037983,7.346153083377715
0.102,7.407536433602499,52,7.39202479364702,7.420055085013335
0.104,7.441187531939436,53,7.420055085013335,7.420055085013335
0.106,7.382016782045627,54,7.448085376379649,7.420055085013335
0.108,7.366956346004165,55,7.463936783738918,7.490470637917642
0.11,7.358729302903391,56,7.490470637917641,7.490470637917642
0.112,7.418442041558127,57,7.517004492096364,7.490470637917642
0.114,7.350792004172476,58,7.465568330840882,7.485083301617723
0.116,7.509417348654663,59,7.485083301617723,7.485083301617723
0.118,7.485160251280487,60,7.504598272394564,7.485083301617723
0.12,7.630225502306207,61,7.503719292802461,7.521730106819679
0.122,7.7485020577292465,62,7.521730106819679,7.521730106819679
0.124,7.809162812766391,63,7.5397409208368975,7.521730106819679
0.126,7.766681417184727,64,7.669507206206313,7.6949819373060135
0.128,7.731589836164575,65,7.694981937306013,7.6949819373060135
0.13,7.553944806835059,66,7.720456668405713,7.6949819373060135
0.132,7.346674915708745,67,7.330078273640594,7.412203135749057
0.134,7.379009851612739,68,7.412203135749056,7.412203135749057
0.136,7.510924639925671,69,7.4943279978575195,7.412203135749057
0.138,7.607899732062306,70,7.576452859965982,7.658577722074445
0.14,7.610984870584054,71,7.658577722074445,7.658577722074445
0.142,7.714867181647666,72,7.740702584182907,7.658577722074445
0.144,7.644155278335355,73,7.656426623487395,7.624914341203389
0.146,7.649457031507381,74,7.624914341203388,7.624914341203389
0.148,7.58113071376734,75,7.593402058919381,7.624914341203389
0.15,7.832610487203443,76,7.795820308535392,8.036817196710604
0.152,7.963236839374471,77,8.036817196710604,8.036817196710604
0.154,8.31460426355387,78,8.277814084885817,8.036817196710604
0.156,8.442787275712988,79,8.51881097306103,8.759807861236242
0.158,8.526867020917233,80,8.759807861236242,8.759807861236242
0.16,8.593932233807354,81,9.000804749411454,8.759807861236242
0.162,8.513003674683313,82,8.498689157926325,8.447906074141562
0.164,8.419277040627792,83,8.447906074141562,8.447906074141562
0.166,8.411437507113789,84,8.397122990356799,8.447906074141562
0.168,8.381383008391746,85,8.346339906572037,8.295556822787274
0.17,8.463116710505812,86,8.295556822787274,8.295556822787274
0.172,8.506975001987563,87,8.244773739002513,8.295556822787274
0.174,8.723375590894097,88,8.733118788345243,8.777936357183323
0.176,8.797422752085605,89,8.777936357183325,8.777936357183323
0.178,8.813010728570262,90,8.822753926021408,8.777936357183323
0.18,9.02903508861791,91,8.867571494859488,8.91238906369757
0.182,9.087888556273557,92,8.912389063697571,8.91238906369757
0.184,9.400000181378196,93,8.957206632535653,8.91238906369757
0.186,9.64296159850626,94,9.422176622139824,9.549906471426452
0.188,9.506231342309343,95,9.549906471426452,9.549906471426452
0.19,9.601685977687906,96,9.67763632071308,9.549906471426452
0.192,9.556282928149212,97,9.56579846042315,9.603645666712216
0.194,9.622676731260071,98,9.603645666712216,9.603645666712216
0.196,9.631977340727348,99,9.641492873001281,9.603645666712216
0.198,9.747866532238026,100,9.679340079290348,9.717187285579413
0.2,9.632694501177616,101,9.717187285579413,9.717187285579413
0.202,9.91275817419461,102,9.75503449186848,9.717187285579413
0.204,9.734921327294076,103,9.876874574440164,9.931969395339886
0.206,9.658990188104912,104,9.931969395339886,9.931969395339886
0.208,9.722884732255569,105,9.98706421623961,9.931969395339886
0.21,9.525219730146103,106,9.49784035002238,9.458227911183627
0.212,9.403469150935992,107,9.458227911183625,9.458227911183627
0.214,9.445994852468598,108,9.418615472344873,9.458227911183627
0.216,9.514798118310578,109,9.379003033506121,9.339390594667368
0.218,9.67261155994642,110,9.339390594667368,9.339390594667368
0.22,9.512370587283732,111,9.299778155828616,9.339390594667368
0.222,9.501980145966712,112,9.431483007338672,9.366328969813827
0.224,9.22533469255766,113,9.366328969813825,9.366328969813827
0.226,9.371672070917018,114,9.30117493228898,9.366328969813827
0.228,9.255036957238154,115,9.236020894764133,9.170866857239288
0.23,9.358964530892171,116,9.170866857239288,9.170866857239288
0.232,9.479516413719733,117,9.10571281971444,9.170866857239288
0.234,9.599551611493922,118,9.615476821453562,9.637645714515054
0.236,9.669496134434016,119,9.637645714515054,9.637645714515054
0.238,9.643889397616908,120,9.659814607576546,9.637645714515054
0.24,9.947645731249098,121,9.976848459923488,10.072109142825367
0.242,10.130514600174228,122,10.072109142825365,10.072109142825367
0.244,10.138167097052856,123,10.167369825727244,10.072109142825367
0.246,10.081332098049884,124,10.070134222178291,10.108506264867449
