time,value
0.0,5.0
0.02,6.415170899393696
0.04,6.0490377698426725
0.06,6.415786456886972
0.08,7.355275353180969
0.1,7.8898608754892825
0.12,8.481335961813526
0.14,10.090271304660458
0.16,10.63147018453094
0.18,12.442788519904468
0.2,13.450119462514973
0.22,14.723958789625186
0.24,14.656210036814368
0.26,16.530732413575574
0.28,18.38925546586361
0.3,19.625849493982063
0.32,21.820898024732447
0.34,22.944997098673813
0.36,23.85257631107962
0.38,24.66815100827351
0.4,24.97870058216434
0.42,25.95673247024571
0.44,26.568018250498948
0.46,28.3036548794305
0.48,28.956208133352465
0.5,29.481461212607147
0.52,29.708928018893904
0.54,30.437640298559046
0.56,31.816012051449448
0.58,31.228669130927724
0.6,31.276199780327286
0.62,32.74713843191758
0.64,32.87110723735489
0.66,33.025556486920244
0.68,33.535278391244574
0.7,35.10493528874031
0.72,38.35957234232805
0.74,38.57744314660797
0.76,39.68405648168173
0.78,37.01627724805662
0.8,36.07363763521543
0.82,36.51215656967806
0.84,37.464497872923104
0.86,37.43099642485967
0.88,39.086102485129224
0.9,39.57508180943181
0.92,40.36491886759025
0.94,39.73800370272239
0.96,40.11854773263415
0.98,43.20296163307203
1.0,45.68049193533583
1.02,44.98984592344319
1.04,45.49852945975596
1.06,47.44683960150714
1.08,46.69311637541078
1.1,44.64179270100462
1.12,45.05835067100622
1.14,46.01288113813226
1.16,46.55404911678782
1.18,44.26516737769666
1.2,42.35467306253697
1.22,44.115512686347834
1.24,46.71845919310091
1.26,48.126773640755665
1.28,48.85712201152315
1.3,50.11421738853054
1.32,48.82367967650791
1.34,48.60600660372512
1.36,48.45248104088922
1.38,49.511933751027506
1.4,49.51438300672306
1.42,51.42196826443675
1.44,50.23924902342013
1.46,50.50731936200702
1.48,52.91350632995233
1.5,54.17629296140355
1.52,58.599320945637736
1.54,59.878559384381674
1.56,58.42273874097312
1.58,57.40119783638564
1.6,59.04912708040851
1.62,58.488190199688425
1.64,57.50336083861733
1.66,59.50446567315293
1.68,57.248562588780565
1.7,58.50695644904964
1.72,61.154252575632405
1.74,61.536516591342505
1.76,64.95054063222109
1.78,65.65229607644818
1.8,68.18199589913122
1.82,68.86708887817097
1.84,69.19254302909637
1.86,68.0813498425061
1.88,69.01469729465116
1.9,70.72187098416953
1.92,68.27421617004521
1.94,70.77140969575196
1.96,71.15970196403666
1.98,76.29373449304592
2.0,72.81661174005157
2.02,72.34419891569456
2.04,72.13599826102667
2.06,72.74973783598254
2.08,71.88078688386616
2.1,72.15279978937656
2.12,70.22808945045468
2.14,69.13963898936512
2.16,68.9355120273357
2.18,66.9818611177769
2.2,67.34818432667255
2.22,67.90502390459889
2.24,68.81148676885434
2.26,70.81162743885018
2.28,75.10433959397172
2.3,73.88281222856023
2.32,71.59220469247401
2.34,72.88411789125585
2.36,73.3419893252374
2.38,73.91998535364559
2.4,73.10638209636325
2.42,71.37540799546679
2.44,72.22301952714383
2.46,73.29136567335262
2.48,76.29306056993511
2.5,78.42345984984868
2.52,76.39245791302288
2.54,75.99132821480411
2.56,76.4041427271538
2.58,75.19699944117384
2.6,74.00024938753916
2.62,73.36512776159942
2.64,74.45397437937808
2.66,74.48984602212062
2.68,74.63558704559193
2.7,74.51244763958049
2.72,77.1770822276714
2.74,77.55597151329599
2.76,74.95857495456791
2.78,74.10120062964715
2.8,74.64570381810678
2.82,70.31560494897957
2.84,70.29714407558282
2.86,71.05490061252236
2.88,70.97369445474304
2.9,70.78237647815392
2.92,71.7967374568807
2.94,70.74421738940791
2.96,71.81451809870389
2.98,78.38308224559921
3.0,76.17990966784248
3.02,74.05623729924908
3.04,70.83931129975493
3.06,69.41487506750772
3.08,69.3039408761385
3.1,72.76530059761942
3.12,74.06970128964713
3.14,73.01161046182402
3.16,74.59902904231927
3.18,75.06137718326923
3.2,74.41847971713153
3.22,76.87996368296774
3.24,77.79656337116894
3.26,76.3643408323962
3.28,78.80020847536878
3.3,79.44698111242447
3.32,79.37935849446173
3.34,83.88585150337222
3.36,82.98723585147067
3.38,82.42899732021968
3.4,82.66751726714125
3.42,80.78570813920149
3.44,81.44402607193946
3.46,80.1495600419594
3.48,80.98800144203932
3.5,81.0065332359468
3.52,80.79969702746563
3.54,82.79960411513233
3.56,83.8177766379487
3.58,85.56119173249473
3.6,84.9843852643135
3.62,82.96529519803953
3.64,84.05467744024035
3.66,82.77784261056676
3.68,81.61691960223034
3.7,83.11456185207066
3.72,84.89150765087716
3.74,83.20254902312824
3.76,81.563441947182
3.78,81.96925896614489
3.8,80.37983295235614
3.82,81.1189874262448
3.84,81.5495618205663
3.86,79.17957920553953
3.88,79.05467790927972
3.9,80.6451645720575
3.92,81.22612073089337
3.94,83.95400079569698
3.96,82.60597897963876
3.98,81.52396945197354
4.0,84.34990647738293
4.02,87.64599421453177
4.04,91.05548907463263
4.06,91.41737167991451
4.08,91.2063806828731
4.1,89.23810876554808
4.12,92.24898550779352
4.14,92.67502727916255
4.16,92.39356660949969
4.18,91.87400319229069
4.2,96.77972359423416
4.22,97.48270944702249
4.24,96.10424755167922
4.26,96.76986137510622
4.28,97.19216722689654
4.3,94.99312721040347
4.32,94.01101566922401
4.34,95.54033940902644
4.36,90.20664469858144
4.38,89.83074467433404
4.4,90.17962718555988
4.42,89.21450810435422
4.44,91.45998183270592
4.46,92.27885009751283
4.48,93.38551108584703
4.5,94.96735337043295
4.52,97.02145644188495
4.54,96.96315826646666
4.56,94.63977719168282
4.58,92.44742337487043
4.6,90.75105122800575
4.62,93.05188378061021
4.64,90.47541690485934
4.66,90.76038377577123
4.68,93.03459596664744
4.7,94.29913403239655
4.72,96.19415000610593
4.74,98.51898037281592
4.76,98.36830104530866
4.78,97.45318557573923
4.8,99.7845092310441
4.82,99.82680880722793
4.84,97.70234946882996
4.86,96.47709374563027
4.88,99.35943589024512
4.9,100.24615768923725
4.92,101.83182942255783
4.94,100.91645913313636
4.96,102.97200343490847
4.98,99.12580761449354
5.0,103.86632458393998
5.02,108.00857778762591
5.04,108.48064426684863
5.06,108.60842885310291
5.08,108.5388424616875
5.1,107.80387149835612
5.12,103.67202532928017
5.14,101.54283523333946
5.16,99.43982712780168
5.18,96.06871759207698
5.2,98.00871092130299
5.22,102.7358049083493
5.24,102.04274830007951
5.26,101.18253941548004
5.28,99.15812939998223
5.3,101.69719904558512
5.32,101.18098912884376
5.34,102.41378642619925
5.36,101.4328784987657
5.38,103.35531587150031
5.4,101.62099846762699
5.42,103.08587111876804
5.44,103.27677507728794
5.46,101.62640512931358
5.48,101.1525422886716
5.5,97.59783511424952
5.52,98.47039847391932
5.54,100.01531563577457
5.56,100.24807990222449
5.58,102.64946613839983
5.6,98.61307594174846
5.62,99.28314881208885
5.64,97.81323427924441
5.66,101.25413414437658
5.68,100.27382065880904
5.7,98.6058635081202
5.72,101.6270546592987
5.74,103.98948321487545
5.76,105.47847268221504
5.78,104.05185980579631
5.8,102.94925677034311
5.82,104.95596824770179
5.84,102.4706901538208
5.86,103.79358103191973
5.88,106.88553479037758
5.9,106.3054882880409
5.92,103.75237129439864
5.94,107.3692912955151
5.96,104.82315306006004
5.98,102.25068097398757
6.0,101.99722104680723
6.02,102.6028261974693
6.04,104.77526077516427
6.06,106.72632008988163
6.08,109.32829033287312
6.1,112.03084479180481
6.12,112.45530860388516
6.14,115.85537860260425
6.16,118.62911263230436
6.18,119.15419515448613
6.2,118.08597769461082
6.22,120.49823917586076
6.24,119.32513556217303
6.26,123.6859108419509
6.28,123.77934148169057
6.3,122.1664868113822
6.32,122.77373473706726
6.34,120.49169167234767
6.36,119.90029904546009
6.38,119.96349658283533
6.4,120.01201933148722
6.42,123.82478147347479
6.44,125.87271594829375
6.46,124.80746596103256
6.48,128.7805904615272
6.5,130.3120294226394
6.52,132.59786143892572
6.54,131.06829542808794
6.56,129.44227028957724
6.58,130.53036968280827
6.6,132.32395486323037
6.62,128.07592590882587
6.64,127.32589480957432
6.66,130.35578523868293
6.68,132.22348363215175
6.7,128.8893968207657
6.72,125.54745057603175
6.74,118.26757439549712
6.76,118.65999409057277
6.78,114.76980333612879
6.8,115.16577656211624
6.82,116.95225761677362
6.84,120.92797982270832
6.86,123.12096458936412
6.88,120.22892724439069
6.9,116.22155429872593
6.92,115.73631009225512
6.94,115.63622314994409
6.96,118.444057378317
6.98,120.36993903502993
7.0,122.05596090833969
7.02,123.74023314776782
7.04,123.35895185941888
7.06,122.19937064705013
7.08,124.34272627025442
7.1,121.10857659850117
7.12,120.5767335401927
7.14,120.35845192525525
7.16,120.20353337233789
7.18,121.42938475755565
7.2,122.32148859773605
7.22,121.9688608323163
7.24,120.47065725958974
7.26,119.65477477628211
7.28,119.56750635788299
7.3,120.71326074892501
7.32,118.14846968391446
7.34,119.23026282949358
7.36,118.50322657954194
7.38,116.30041346342385
