time,value
0.0,5.0
0.02,9.596214163120434
0.04,10.872841248977739
0.06,10.388718257688012
0.08,12.943448841188516
0.1,12.717650167847728
0.12,15.887891708773479
0.14,16.13099156305366
0.16,14.254319883934432
0.18,14.556499555834092
0.2,11.96939071637044
0.22,8.946658853057809
0.24,12.320238783684506
0.26,14.505997634036138
0.28,11.366596240044085
0.3,10.764678328081466
0.32,9.951514256839939
0.34,9.222690885094817
0.36,15.169665577545919
0.38,16.987407446792304
0.4,19.87036088463788
0.42,25.706956874520912
0.44,26.756626557731117
0.46,23.523701322270448
0.48,30.372817854622177
0.5,30.516345227624495
0.52,38.10216762792352
0.54,39.06019931164459
0.56,37.196448042199975
0.58,39.34988889108768
0.6,34.76608378659792
0.62,33.40339983512301
0.64,38.80661255972526
0.66,37.98831855992021
0.68,39.01001588078973
0.7,40.01159279031784
0.72,44.290833675584004
0.74,46.03639684394821
0.76,53.118174825896745
0.78,58.635463510633215
0.8,60.80571092250393
0.82,61.13182276129045
0.84,71.02692325481871
0.86,72.22674730423543
0.88,77.49412284818673
0.9,83.63740022218116
0.92,90.27648343617778
0.94,90.16818155486636
0.96,99.42497822033617
0.98,102.93346919952972
1.0,103.99625317648992
1.02,99.53276163365034
1.04,101.91207074994522
1.06,89.30994861799937
1.08,91.5326639814824
1.1,92.8818224479055
1.12,100.57259157326287
1.14,96.52461159349048
1.16,97.62201445463755
1.18,96.46364206415822
1.2,96.84934317066714
1.22,105.23740153585852
1.24,104.94154458894639
1.26,104.52715589398325
1.28,101.40510234614767
1.3,104.4260440266172
1.32,102.54475256607178
1.34,107.16376375301519
1.36,100.62709856043229
1.38,102.75311371235189
1.4,106.89888354877
1.42,115.60762723391832
1.44,114.36702520237021
1.46,110.59863676190804
1.48,109.35854294277947
1.5,122.14722287076675
1.52,119.94443433178643
1.54,129.60223612348534
1.56,118.54619241737197
1.58,121.74017412371045
1.6,111.66143834495313
1.62,103.55793108581176
1.64,100.65461975546661
1.66,103.64249491889383
1.68,103.85776853525628
1.7,110.73625868248358
1.72,113.35878568736044
1.74,108.52535625124958
1.76,109.22948454976361
1.78,118.55276004703674
1.8,113.25539616670545
1.82,121.95971437206623
1.84,116.95920896423058
1.86,122.05986807838475
1.88,119.11893835375595
1.9,118.9852086375697
1.92,96.8182615125632
1.94,108.09350622801045
1.96,109.36905964368506
1.98,115.82075253794414
2.0,114.07200390882741
2.02,113.64435453041172
2.04,112.65020730840352
2.06,104.26151261647743
2.08,95.93515721299008
2.1,104.26091735749017
2.12,99.63652101369276
2.14,105.11020103402056
2.16,111.42395231154836
2.18,102.24428652373243
2.2,101.13363922208951
2.22,103.2624978478702
2.24,98.30481929521048
2.26,100.91048164070713
2.28,100.60168698402641
2.3,99.83532800794771
2.32,116.21892789913258
2.34,100.95658550142082
2.36,90.07591336396641
2.38,86.84636826626057
2.4,80.26838744356682
2.42,76.46430125461475
2.44,85.31100195712567
2.46,81.98396363837988
2.48,76.24358419064882
2.5,71.70239624537955
2.52,78.01584911253609
2.54,91.10318618184385
2.56,92.48783200202242
2.58,84.71998168100517
2.6,89.05481372474536
2.62,78.50739704110177
2.64,88.27537513426766
2.66,92.13426182989639
2.68,94.05176520450502
