time,value
0.0,5.0
0.02,6.683563386555052
0.04,7.367757070231296
0.06,8.355292071933526
0.08,9.034820125473324
0.1,9.20944650094013
0.12,9.55036617256245
0.14,9.261514575834415
0.16,11.38361039869703
0.18,12.170326948353596
0.2,13.479937913605639
0.22,14.148411774247226
0.24,14.777582030100264
0.26,14.221584653275722
0.28,15.403773802414218
0.3,16.322265221539237
0.32,19.290503319568188
0.34,18.64948489906928
0.36,21.79684781173344
0.38,23.609223691532954
0.4,25.85126235961892
0.42,30.83673615733805
0.44,30.979918356808696
0.46,35.228671780324746
0.48,34.85481541964258
0.5,36.1679204199383
0.52,37.087633484669674
0.54,41.92819663603805
0.56,44.33881616663606
0.58,44.089519285324634
0.6,44.606575446728435
0.62,46.83360571911022
0.64,41.32689923507749
0.66,41.236243283270674
0.68,38.746048606702544
0.7,34.7906737336827
0.72,36.904979344725085
0.74,42.02468479760128
0.76,40.825722938651126
0.78,43.41085689032792
0.8,46.26326173204496
0.82,45.362336581683024
0.84,50.35453470019255
0.86,49.47248587793075
0.88,58.26641690573106
0.9,62.114593389497145
0.92,65.66040172410514
0.94,61.31792636259579
0.96,56.146726379184145
0.98,62.827667152903416
1.0,64.7761223952793
1.02,58.83647835618656
1.04,58.21000075144473
1.06,54.7650869548284
1.08,54.798673601531796
1.1,59.330849936850015
1.12,64.25216616323698
1.14,61.80451558635218
1.16,66.64860232000422
1.18,71.63081512557433
1.2,72.51263247697557
1.22,70.31032523168646
1.24,73.85571792616943
1.26,74.19542624460647
1.28,74.22133366434534
1.3,81.07222432916029
1.32,78.995007341594
1.34,76.50881498763087
1.36,70.38846102009144
1.38,73.46628722242293
1.4,70.95078483018114
1.42,64.88452034005904
1.44,55.66279875438981
1.46,55.71503386476447
1.48,60.44645536071283
1.5,59.147064784166616
1.52,55.542207982577104
1.54,51.76943889119375
1.56,49.79769594535749
1.58,48.89409594335794
1.6,49.288849539307236
1.62,58.468436448834204
1.64,59.44291934311735
1.66,63.35360446071623
1.68,66.41233804359402
1.7,68.13468396680706
1.72,70.95217901330145
1.74,65.5387086487176
1.76,71.14098766989356
1.78,70.74129485948035
1.8,73.90011986653383
1.82,79.5880751337374
1.84,80.00965631983118
1.86,82.99502448648674
1.88,85.3868023645881
1.9,85.53126238759685
1.92,88.67661699826927
1.94,90.10728951926035
1.96,96.80545411466977
1.98,103.03541224109058
2.0,108.36669144864719
2.02,105.09489123955953
2.04,104.72878223139374
2.06,111.64891415323255
2.08,117.12811295936773
2.1,122.67791890146158
2.12,121.11466599140574
2.14,132.79248912706512
2.16,131.5448818534374
2.18,131.40488454044896
2.2,134.16580313754088
2.22,134.34074555917087
2.24,134.59836495282227
2.26,128.77971376635975
2.28,127.49627465614773
2.3,129.08272604853903
2.32,129.73169158292094
2.34,123.30541066315047
2.36,124.81812061209513
2.38,119.82664589557817
2.4,133.54632358105448
2.42,134.24905124081323
2.44,131.0813497099211
2.46,125.47806416421069
2.48,136.70119909275178
2.5,133.74086392052868
2.52,127.91838101283174
2.54,125.10283004500194
2.56,127.35421171559435
2.58,130.85842545858173
2.6,130.91606611131604
2.62,133.2547332466391
2.64,136.90696212591106
2.66,136.2784333332414
2.68,135.7079591679613
2.7,131.63882788220673
