time,value
0.0,80.0
0.02,80.95204079740999
0.04,80.89812354227386
0.06,81.49566417442466
0.08,80.83107596460557
0.1,79.10761651420117
0.12,80.47671198799662
0.14,79.84222129689526
0.16,78.76069705746012
0.18,80.3430727310952
0.2,79.79773255913754
0.22,79.56898231294211
0.24,78.7977971492391
0.26,78.30801676406642
0.28,78.32098054942641
0.3,77.72559317860488
0.32,77.97555306666435
0.34,77.24608610974855
0.36,77.4492045641955
0.38,77.67239522070119
0.4,77.86714795109526
0.42,77.99244560326703
0.44,79.26513518378066
0.46,78.6583642361584
0.48,79.35048126498258
0.5,79.36034019557822
0.52,79.0406917753236
0.54,78.76484603791435
0.56,78.01870282617524
0.58,78.18118099732733
0.6,78.02773161127182
0.62,78.3587247767047
0.64,76.35832682131351
0.66,76.51164746345076
0.68,75.99721668985342
0.7,75.70024125503815
0.72,76.47839067958286
0.74,76.12838447980513
0.76,76.60078797851216
0.78,76.76246880598127
0.8,77.13742820175214
0.82,76.92027516428998
0.84,77.98869047291505
0.86,79.09633788430126
0.88,78.59836302423666
0.9,78.89531457629151
0.92,79.25576222491036
0.94,78.8029936208624
0.96,78.48410948285897
0.98,78.3008467773554
1.0,78.31426253229976
1.02,78.83571181492336
1.04,79.17177158691402
1.06,78.79997437100447
1.08,78.60871107012852
1.1,78.87115207748191
1.12,78.3565388436679
1.14,77.6040644796156
1.16,77.89900524469743
1.18,77.5151302779611
1.2,77.59659508055617
1.22,77.77660980484387
1.24,78.06588950320237
1.26,78.96107865742165
1.28,80.42865057284105
1.3,80.71592660443713
1.32,80.23468374638976
1.34,81.20254450042171
1.36,80.79534186103892
1.38,81.54332181897209
1.4,81.83570486085392
1.42,80.8771381928598
1.44,80.76933585397117
1.46,80.11404294183794
1.48,80.49978275554382
1.5,79.58894776183786
1.52,77.9679737498607
1.54,77.13691000100889
1.56,77.13483677167147
1.58,77.45568141829376
1.6,77.08807529864464
1.62,77.26800041329831
1.64,77.20828032803301
1.66,76.72888597731146
1.68,76.51990237652853
1.7,75.95564249973924
1.72,76.02213225971167
1.74,76.39586853798887
1.76,76.79145506180235
1.78,75.35555068501887
1.8,75.98062808336262
1.82,75.89661062212137
1.84,76.01995355716015
1.86,75.87112919651734
1.88,75.52373487613735
1.9,74.97536838412661
1.92,74.8677293602082
1.94,75.77616819444485
1.96,76.16256914192378
1.98,76.38854341566777
2.0,75.95526953952522
2.02,75.91995382457105
2.04,76.16576345906034
2.06,76.06385491146567
2.08,76.20068793441959
2.1,77.53947377556575
2.12,77.08093870730893
2.14,76.8985631580381
2.16,78.21210068936962
2.18,78.19332127483672
2.2,78.93844814612542
2.22,79.12699718187805
2.24,78.773177669325
2.26,77.88720102526136
2.28,78.4203683878108
2.3,78.42170830550002
2.32,79.44579661039933
2.34,80.7751918864718
2.36,80.24184440815036
2.38,80.90320720041122
2.4,81.2682203048614
2.42,81.58629986599163
2.44,81.83211016406284
2.46,82.9683122278265
2.48,83.78640413095457
2.5,83.70994275618688
2.52,84.63147881389283
2.54,84.81406088645153
2.56,84.86080377498872
2.58,85.36792979004572
2.6,85.08629806470849
2.62,83.93006229087689
2.64,83.73984245035824
2.66,83.30554403626377
