time,value
0.0,5.0
0.02,5.657519306298511
0.04,6.429526610560611
0.06,8.38206783468571
0.08,10.322473781738374
0.1,9.788625668165928
0.12,11.13848093401814
0.14,11.05269573828794
0.16,12.322810527162668
0.18,13.71322029715008
0.2,14.51685341142041
0.22,14.963086688977006
0.24,15.783289135372847
0.26,16.863863357203012
0.28,15.993987023910359
0.3,16.64464588886498
0.32,17.104199605999412
0.34,15.747262899022417
0.36,16.7063512134311
0.38,15.365070198449109
0.4,15.850658508698574
0.42,18.62764789462009
0.44,19.23794149401247
0.46,19.95143492032623
0.48,19.387269327070584
0.5,22.046218422795643
0.52,22.716057901535073
0.54,22.899987344774164
0.56,19.899885977581608
0.58,21.949974275934363
0.6,24.35420672153466
0.62,27.80717631002344
0.64,29.737022495163345
0.66,32.76351593887034
0.68,28.595543100480185
0.7,29.371120547008374
0.72,28.541884686304876
0.74,29.89153021475284
0.76,34.74780892270032
0.78,35.092935185777876
0.8,35.81476614490356
0.82,38.72785378049904
0.84,40.156489797905266
0.86,41.70183213854362
0.88,38.68968664452463
0.9,39.25478094896061
0.92,38.35417879280173
0.94,40.082759806355924
0.96,40.01545830540302
0.98,41.68704047375872
1.0,41.23427560581729
1.02,41.40086948600841
1.04,40.188489772198466
1.06,43.071865737084124
1.08,44.04890579996487
1.1,44.86181561157748
1.12,46.0288072914359
1.14,46.52270684891617
1.16,44.413435352833815
1.18,41.7290150891495
1.2,42.57306554809729
1.22,43.64899158282487
1.24,45.67182381117214
1.26,49.490278126606036
1.28,48.094510894447986
1.3,48.585608609293274
1.32,46.5881762090863
1.34,47.6173206399696
1.36,47.666819445501595
1.38,49.38138826816255
1.4,47.25391352386334
1.42,53.113910498576416
1.44,53.91437908470746
1.46,54.77240547653371
1.48,55.39341201075103
1.5,55.28851673514271
1.52,54.4651581371155
1.54,56.61681566148914
1.56,54.268227182743004
1.58,52.370242952211
1.6,55.09652078419824
1.62,56.91870120720142
1.64,57.862928520023054
1.66,56.49294162761636
1.68,53.93929352182823
1.7,53.57067962014479
1.72,53.66352851666921
1.74,56.39451095081202
1.76,57.33379421650985
1.78,56.98222287688
1.8,55.93147792828066
1.82,56.06927776954333
1.84,54.837514148239535
1.86,55.58038635365999
1.88,54.803323985694526
1.9,53.59803134789364
1.92,55.91530864585867
1.94,57.80084467455404
1.96,57.69259867287352
1.98,59.22693887106749
2.0,58.15948443511397
2.02,55.12187481671116
2.04,56.45408532987871
2.06,55.02782659833689
2.08,54.70752846158388
2.1,58.51955586702425
2.12,56.40865314163683
2.14,55.54408002455125
2.16,57.762710214515
2.18,58.013993378904594
2.2,57.799125828103335
2.22,58.64425005962597
2.24,59.09862305873815
2.26,58.25012579677691
2.28,60.00225904136667
2.3,56.79032506528811
2.32,54.55164210148453
2.34,58.48141951743806
2.36,62.82874556493953
2.38,63.984112467385295
2.4,66.65026737067545
2.42,68.8630056557222
2.44,70.87099764549703
2.46,68.7493543031019
2.48,66.26946251065665
2.5,69.60607797256145
2.52,70.88870068004618
2.54,72.92992930051298
2.56,72.91733903752811
2.58,68.71962701473093
2.6,65.73760953937392
2.62,64.93582082472554
2.64,66.79603757417057
2.66,68.05917225347015
2.68,74.83994631407764
2.7,72.04561201243853
2.72,74.5534058679975
2.74,73.16518495596239
2.76,70.7551415949325
2.78,70.8066604314137
2.8,67.59375827452413
