time,value
0.0,5.0
0.02,6.950267580439202
0.04,7.9889006512992955
0.06,10.101243257093842
0.08,11.231325992854273
0.1,12.700868447082394
0.12,13.595196798740744
0.14,14.003445051825711
0.16,14.994469809261297
0.18,13.375481349857372
0.2,14.192497061711736
0.22,16.626925564203706
0.24,17.708297005764873
0.26,18.060006155823334
0.28,20.009628126190538
0.3,20.56658663738203
0.32,23.067018914764922
0.34,25.36763485880407
0.36,27.777529338505623
0.38,28.274740925845187
0.4,28.32885739365733
0.42,29.3381354522549
0.44,28.478427492376344
0.46,28.42636807361527
0.48,31.46947334611784
0.5,31.373903206273912
0.52,31.043410278372626
0.54,31.600523395184624
0.56,32.262930262083046
0.58,32.87402386590843
0.6,35.50849647113007
0.62,37.59168562277111
0.64,37.8006414751157
0.66,37.04179601799491
0.68,36.58189411413707
0.7,37.703545668818876
0.72,39.378592614056274
0.74,37.46663296953549
0.76,36.973531928959474
0.78,35.5960639052756
0.8,35.43752084500645
0.82,34.94472080297704
0.84,36.0500945419591
0.86,34.03297169124732
0.88,33.630024605840184
0.9,34.859767696883964
0.92,38.28693165478254
0.94,40.6009727581695
0.96,44.660802792438304
0.98,45.41956527012948
1.0,44.066357667936266
1.02,42.4752940949603
1.04,42.962558770206584
1.06,43.44868918588511
1.08,44.22652788802405
1.1,45.13280471894601
1.12,47.01721510725121
1.14,52.04234628471602
1.16,50.71090412820186
1.18,51.83605915333871
1.2,52.99876265338775
1.22,51.23233511425353
1.24,52.179023644199596
1.26,54.56639080450543
1.28,55.18146318342917
1.3,58.11118393785073
1.32,58.59080735806599
1.34,58.25465174638367
1.36,57.97984151811777
1.38,57.627088792757625
1.4,57.16162531008798
1.42,58.73324540983816
1.44,55.93438100834828
1.46,53.75911973725862
1.48,53.244272329830494
1.5,51.490069125472296
1.52,55.59710800459048
1.54,57.21565773574445
1.56,59.78276956637921
1.58,59.542979769953355
1.6,57.785717241024784
1.62,54.59159712233015
1.64,55.45419494645972
1.66,56.4982939652229
1.68,56.08436737653085
1.7,57.49965544359518
1.72,60.25368615198999
1.74,63.73215905185748
1.76,64.41040465253599
1.78,64.8516331258158
1.8,71.09199610951582
1.82,75.824309264639
1.84,80.46893459582552
1.86,83.32943733193596
1.88,83.61159627782031
1.9,82.96380767158244
1.92,77.22636938613712
1.94,76.9997101345022
1.96,81.27237694380389
1.98,84.2997532243348
