time,value,index,predicted_value,stepwise_value
0.0,80.0,1,,
0.002,79.13633307373382,2,,
0.004,79.90743460187986,3,,
0.006,80.41482843739551,4,,
0.008,80.67028805939826,5,,
0.01,80.72772153421177,6,,
0.012,80.58845561984042,7,,
0.014,80.59450568121629,8,,
0.016,81.11614595154042,9,,
0.018,80.64634037971433,10,80.74162099176465,80.52921033515258
0.02,80.41685182460421,11,80.68851832761163,80.52921033515258
0.022,80.83687075538913,12,80.63541566345862,80.52921033515258
0.024,80.99291274462175,13,80.5823129993056,80.52921033515258
0.026,80.49837214222542,14,80.52921033515258,80.52921033515258
0.028,80.30091231043784,15,80.47610767099957,80.52921033515258
0.03,80.47332948990736,16,80.42300500684655,80.52921033515258
0.032,80.32037336925805,17,80.36990234269354,80.52921033515258
0.034,80.27693000021554,18,80.31679967854052,80.52921033515258
0.036,80.96712091177577,19,81.1516241701032,80.199973535389
0.038,81.16492191468583,20,80.91371151142465,80.199973535389
0.04,80.97688451411157,21,80.67579885274611,80.199973535389
0.042,80.24106340925674,22,80.43788619406756,80.199973535389
0.044,80.24271813111262,23,80.19997353538902,80.199973535389
0.046,79.4736245376574,24,79.96206087671047,80.199973535389
0.048,79.62155104123946,25,79.72414821803193,80.199973535389
0.05,79.88091374685622,26,79.48623555935337,80.199973535389
0.052,79.23096361180569,27,79.24832290067484,80.199973535389
0.054,79.64954295142496,28,79.45070449912016,78.87284874529146
0.056,79.47825281688837,29,79.30624056066299,78.87284874529146
0.058,78.64314524328248,30,79.1617766222058,78.87284874529146
0.06,79.02181483437579,31,79.01731268374863,78.87284874529146
0.062,78.81868066446022,32,78.87284874529145,78.87284874529146
0.064,78.88936337018472,33,78.72838480683427,78.87284874529146
0.066,78.60969169431024,34,78.58392086837709,78.87284874529146
0.068,78.41613601971704,35,78.43945692991991,78.87284874529146
0.07,78.32901111297963,36,78.29499299146273,78.87284874529146
0.072,78.23169282764465,37,78.02891414210389,78.47841131285662
0.074,78.0823209971151,38,78.14128843479207,78.47841131285662
0.076,77.99891838588337,39,78.25366272748026,78.47841131285662
0.078,78.31100212811778,40,78.36603702016845,78.47841131285662
0.08,78.29980480962392,41,78.47841131285664,78.47841131285662
